               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.020123,            0.030516,           0.0045173,             0.81556,             0.76977,             0.81871,             0.67801,            0.019815,            0.020539,            0.013039,           0.0074342,           0.0074342,           0.0074342
                 313,            0.018853,            0.028218,           0.0043021,             0.83555,              0.7934,             0.83431,             0.68909,            0.019434,            0.020284,            0.012569,            0.007426,            0.007426,            0.007426
                 314,            0.020542,            0.030834,            0.004338,             0.85045,             0.75219,             0.81281,             0.66361,            0.019552,             0.02101,            0.013506,           0.0074178,           0.0074178,           0.0074178
                 315,            0.020998,            0.028442,           0.0043335,              0.8066,             0.78358,             0.80577,             0.64364,             0.02014,            0.021351,            0.013552,           0.0074095,           0.0074095,           0.0074095
                 316,            0.019017,            0.026729,           0.0043352,             0.80627,             0.76996,              0.8127,             0.66698,            0.019907,            0.020813,            0.012814,           0.0074013,           0.0074013,           0.0074013
                 317,              0.0189,            0.027234,           0.0047417,             0.77584,             0.75518,             0.80495,             0.65738,              0.0201,            0.021476,            0.012531,            0.007393,            0.007393,            0.007393
                 318,            0.019472,             0.02912,           0.0046425,             0.80902,             0.77145,             0.81499,             0.66249,            0.019772,            0.021219,            0.012159,           0.0073847,           0.0073847,           0.0073847
                 319,            0.020917,            0.030525,            0.004769,             0.81471,             0.73523,             0.81071,             0.66889,            0.019722,            0.021099,            0.012888,           0.0073765,           0.0073765,           0.0073765
                 320,             0.01909,            0.029187,           0.0045283,             0.74076,             0.75852,             0.80707,             0.66777,            0.019569,            0.020603,            0.013573,           0.0073682,           0.0073682,           0.0073682
                 321,             0.01915,            0.028419,           0.0046683,             0.77895,             0.77207,             0.82899,             0.68016,            0.019682,            0.020759,             0.01367,             0.00736,             0.00736,             0.00736
                 322,            0.020534,            0.030264,           0.0048515,             0.81258,             0.77727,             0.83588,             0.68501,             0.01961,            0.020706,            0.013355,           0.0073517,           0.0073517,           0.0073517
                 323,            0.019896,            0.028702,            0.004407,             0.83748,             0.72383,             0.82236,             0.67507,            0.019803,            0.020564,            0.014722,           0.0073435,           0.0073435,           0.0073435
                 324,            0.019798,            0.032798,           0.0050723,             0.78553,             0.77845,             0.80984,             0.66416,            0.020636,            0.021638,            0.014695,           0.0073352,           0.0073352,           0.0073352
                 325,            0.019956,            0.029141,           0.0043824,             0.82989,             0.73594,             0.80201,             0.66604,             0.02014,            0.021433,            0.014975,            0.007327,            0.007327,            0.007327
                 326,            0.019208,            0.027667,            0.004255,             0.81535,             0.75543,             0.82606,             0.69292,            0.019395,            0.020713,            0.013457,           0.0073188,           0.0073188,           0.0073188
                 327,            0.020301,            0.028249,           0.0045235,             0.83851,             0.76562,             0.82556,             0.69459,            0.019459,            0.020437,            0.012495,           0.0073105,           0.0073105,           0.0073105
                 328,            0.020026,            0.031188,           0.0044509,             0.85507,             0.76851,             0.82576,             0.68598,            0.019857,            0.021162,            0.013134,           0.0073023,           0.0073023,           0.0073023
                 329,            0.019386,            0.027257,           0.0044721,             0.84368,             0.76112,             0.82423,              0.6861,            0.019429,            0.020348,            0.012919,            0.007294,            0.007294,            0.007294
                 330,            0.019861,            0.027834,           0.0048746,             0.84223,             0.76312,             0.82547,             0.68154,            0.019277,            0.020767,            0.011945,           0.0072857,           0.0072857,           0.0072857
                 331,            0.019155,            0.028253,           0.0042616,              0.7822,             0.79998,             0.83847,             0.69714,            0.019284,            0.021033,            0.011731,           0.0072775,           0.0072775,           0.0072775
                 332,            0.019054,            0.028408,           0.0049343,             0.88548,              0.7613,             0.83985,             0.70239,            0.019623,             0.02071,            0.011527,           0.0072692,           0.0072692,           0.0072692
                 333,             0.01902,            0.027883,           0.0043845,              0.8733,             0.75651,             0.83492,             0.69125,            0.019964,            0.021887,            0.012023,            0.007261,            0.007261,            0.007261
                 334,            0.019402,            0.028484,           0.0049048,             0.81642,             0.79306,             0.84923,             0.69812,            0.019399,            0.021362,            0.010879,           0.0072527,           0.0072527,           0.0072527
                 335,            0.020247,            0.028072,           0.0044072,             0.87504,             0.76035,             0.85825,              0.7062,            0.019573,            0.021069,            0.010635,           0.0072445,           0.0072445,           0.0072445
                 336,            0.018506,            0.027258,           0.0041598,             0.82493,             0.82808,             0.86561,             0.71133,            0.019399,            0.020649,           0.0099623,           0.0072362,           0.0072362,           0.0072362
                 337,            0.019575,            0.029006,           0.0042517,             0.83129,             0.80296,             0.84784,             0.69781,            0.019471,             0.02099,            0.011982,            0.007228,            0.007228,            0.007228
                 338,            0.021125,            0.031067,           0.0044371,             0.80825,             0.79784,             0.83962,             0.68304,             0.01971,             0.02119,            0.012724,           0.0072198,           0.0072198,           0.0072198
                 339,            0.020243,            0.029374,           0.0043425,             0.81397,             0.79522,             0.84262,              0.6921,              0.0195,            0.020993,            0.012575,           0.0072115,           0.0072115,           0.0072115
                 340,            0.018796,            0.027996,           0.0044592,             0.81818,             0.75012,             0.82833,             0.67813,            0.019693,            0.021779,            0.014122,           0.0072033,           0.0072033,           0.0072033
                 341,            0.018856,            0.028364,           0.0041681,             0.80446,             0.77604,             0.82991,             0.67863,            0.019848,            0.021658,            0.013738,            0.007195,            0.007195,            0.007195
                 342,            0.020235,            0.027954,             0.00437,             0.85345,             0.77763,             0.85061,             0.69315,             0.01957,            0.021243,            0.011964,           0.0071867,           0.0071867,           0.0071867
                 343,            0.019502,            0.028541,           0.0041345,             0.86069,             0.76944,             0.83349,             0.67433,             0.01994,            0.021234,            0.012548,           0.0071785,           0.0071785,           0.0071785
                 344,            0.019393,            0.027696,           0.0046917,              0.7856,             0.75653,             0.79383,             0.65109,            0.020623,            0.023072,            0.013647,           0.0071702,           0.0071702,           0.0071702
                 345,            0.019171,            0.028008,           0.0042478,             0.84487,             0.76117,             0.81808,             0.67304,             0.02011,            0.021808,            0.013647,            0.007162,            0.007162,            0.007162
                 346,            0.020124,            0.029238,           0.0038802,             0.85513,             0.80554,             0.84602,             0.70517,            0.018989,            0.020045,            0.011589,           0.0071538,           0.0071538,           0.0071538
                 347,            0.018992,            0.027632,           0.0043368,             0.88464,             0.80152,             0.85036,             0.70739,            0.019145,            0.019907,            0.011407,           0.0071455,           0.0071455,           0.0071455
                 348,            0.019359,            0.027468,           0.0044043,             0.89193,             0.79094,             0.85216,             0.71195,            0.019303,            0.019864,            0.011834,           0.0071372,           0.0071372,           0.0071372
                 349,            0.019247,            0.028107,           0.0042864,             0.91273,             0.79286,              0.8462,             0.71062,            0.019345,            0.020014,            0.012401,            0.007129,            0.007129,            0.007129
                 350,            0.019652,            0.028701,           0.0042311,             0.84745,             0.81855,             0.85557,             0.71466,            0.019307,            0.019263,            0.011527,           0.0071208,           0.0071208,           0.0071208
                 351,            0.018575,            0.027523,           0.0043293,             0.83484,             0.80509,             0.85418,             0.70744,            0.019283,            0.018931,            0.010731,           0.0071125,           0.0071125,           0.0071125
                 352,            0.019118,            0.028453,              0.0041,             0.91976,             0.78713,             0.85525,                0.71,            0.019732,            0.019918,            0.011316,           0.0071042,           0.0071042,           0.0071042
                 353,            0.018329,            0.027386,           0.0042257,             0.82793,             0.77232,             0.83939,             0.70315,            0.019204,            0.019526,            0.012759,            0.007096,            0.007096,            0.007096
                 354,            0.019237,            0.027162,           0.0038437,             0.81949,             0.77581,             0.82258,             0.67745,            0.019839,              0.0208,            0.013346,           0.0070877,           0.0070877,           0.0070877
                 355,            0.019552,            0.027998,           0.0041066,             0.81184,             0.75866,             0.81846,             0.67291,            0.019708,            0.021528,            0.013384,           0.0070795,           0.0070795,           0.0070795
                 356,            0.018777,            0.029238,           0.0042131,             0.85708,             0.76866,             0.82756,             0.68335,            0.019355,            0.020366,            0.011963,           0.0070712,           0.0070712,           0.0070712
                 357,            0.018271,            0.026236,           0.0040699,             0.81856,              0.7956,             0.83847,             0.69925,             0.01889,            0.019851,            0.011708,            0.007063,            0.007063,            0.007063
                 358,            0.019189,            0.028348,           0.0040167,             0.84804,             0.78477,             0.84564,             0.70558,            0.019039,            0.020328,            0.011587,           0.0070547,           0.0070547,           0.0070547
                 359,            0.019422,            0.028253,           0.0039265,             0.84047,             0.78845,             0.84152,             0.69526,            0.019435,            0.021305,            0.010859,           0.0070465,           0.0070465,           0.0070465
                 360,            0.018919,            0.029959,           0.0038975,             0.87724,             0.78437,              0.8482,             0.69813,            0.019321,            0.020912,            0.010829,           0.0070382,           0.0070382,           0.0070382
                 361,            0.018422,            0.027897,           0.0040549,             0.85853,             0.79705,              0.8502,             0.69921,             0.01949,            0.020698,            0.010553,             0.00703,             0.00703,             0.00703
                 362,            0.020139,            0.027175,           0.0048575,             0.86391,             0.78423,             0.84127,             0.69642,            0.019672,            0.020851,            0.011302,           0.0070218,           0.0070218,           0.0070218
                 363,            0.017526,            0.026843,           0.0036744,             0.86456,              0.7852,             0.83675,             0.69683,            0.019653,            0.020681,            0.011321,           0.0070135,           0.0070135,           0.0070135
                 364,            0.018749,             0.02673,           0.0035945,             0.81955,               0.791,             0.83734,             0.69861,            0.019913,            0.021292,            0.011563,           0.0070053,           0.0070053,           0.0070053
                 365,            0.018777,            0.026954,           0.0043843,              0.8331,             0.78193,             0.83229,             0.68832,            0.019906,            0.021693,            0.011488,            0.006997,            0.006997,            0.006997
                 366,            0.019068,            0.027842,           0.0044701,             0.79306,             0.79608,             0.81827,             0.67139,            0.019936,            0.022749,            0.013932,           0.0069888,           0.0069888,           0.0069888
                 367,             0.01842,            0.028002,           0.0041573,              0.8494,             0.72871,             0.81398,             0.67223,            0.019342,            0.021149,            0.015048,           0.0069805,           0.0069805,           0.0069805
                 368,            0.018897,            0.027687,           0.0041223,             0.82403,             0.80547,             0.83678,             0.69981,            0.019209,            0.020926,             0.01305,           0.0069723,           0.0069723,           0.0069723
                 369,            0.018595,             0.02726,           0.0039962,             0.86533,             0.79853,             0.85522,             0.71316,            0.019374,            0.020509,            0.011359,            0.006964,            0.006964,            0.006964
                 370,            0.019522,            0.028048,           0.0039063,             0.89266,             0.79978,             0.84809,             0.70441,            0.019231,            0.019706,            0.011704,           0.0069558,           0.0069558,           0.0069558
                 371,            0.018521,            0.028075,           0.0038314,             0.90379,             0.80377,             0.85378,             0.70975,            0.019392,            0.019748,            0.010777,           0.0069475,           0.0069475,           0.0069475
                 372,            0.018272,            0.025386,           0.0041856,             0.88833,             0.81249,              0.8667,             0.71182,            0.019558,            0.019846,            0.010002,           0.0069393,           0.0069393,           0.0069393
                 373,            0.019456,            0.029548,           0.0039749,             0.86931,             0.79083,             0.87288,             0.72704,            0.019271,             0.01986,            0.010118,            0.006931,            0.006931,            0.006931
                 374,            0.018867,            0.028021,           0.0039142,             0.90089,             0.78413,             0.86185,             0.71542,            0.019145,            0.020097,            0.010195,           0.0069228,           0.0069228,           0.0069228
                 375,            0.018969,            0.028039,           0.0041045,             0.87773,             0.78846,             0.84999,             0.70276,            0.019248,            0.019707,             0.01142,           0.0069145,           0.0069145,           0.0069145
                 376,            0.018001,             0.02616,           0.0042097,             0.85233,             0.79503,             0.82933,             0.68645,            0.018977,            0.020044,            0.012044,           0.0069063,           0.0069063,           0.0069063
                 377,            0.018698,            0.028043,            0.003768,             0.81881,             0.78635,             0.82017,             0.67518,            0.019128,            0.020402,            0.012296,            0.006898,            0.006898,            0.006898
                 378,            0.019091,            0.028483,           0.0041979,             0.83282,             0.79567,               0.827,             0.67577,            0.019089,             0.02053,            0.011897,           0.0068898,           0.0068898,           0.0068898
                 379,            0.017983,             0.02474,           0.0043314,             0.85166,             0.79065,             0.84786,             0.70193,            0.019081,            0.020304,             0.01125,           0.0068815,           0.0068815,           0.0068815
                 380,            0.018236,            0.027112,           0.0042372,             0.84257,             0.79152,             0.85035,             0.70683,            0.019155,            0.020234,             0.01145,           0.0068733,           0.0068733,           0.0068733
                 381,            0.018041,            0.026078,           0.0041326,             0.84915,             0.80155,             0.84051,             0.69226,            0.019626,            0.020399,            0.011454,            0.006865,            0.006865,            0.006865
                 382,            0.019446,            0.026993,           0.0040828,             0.86292,             0.78954,             0.83533,             0.68999,            0.019971,            0.020489,            0.011588,           0.0068568,           0.0068568,           0.0068568
                 383,            0.019614,            0.027803,            0.004143,             0.86663,              0.7851,             0.82839,             0.68073,            0.019983,            0.020502,            0.012198,           0.0068485,           0.0068485,           0.0068485
                 384,             0.01871,            0.027806,           0.0040063,             0.88346,             0.76885,             0.83477,             0.68642,             0.01979,            0.020712,            0.012023,           0.0068403,           0.0068403,           0.0068403
                 385,            0.019039,            0.028067,           0.0041724,             0.83044,             0.78521,             0.83696,             0.69028,            0.019937,            0.020604,            0.012172,            0.006832,            0.006832,            0.006832
                 386,            0.018893,            0.027414,           0.0038818,             0.81818,             0.76935,             0.82408,             0.68043,            0.019827,            0.020672,            0.012987,           0.0068238,           0.0068238,           0.0068238
                 387,            0.018753,            0.029435,           0.0037794,             0.81893,             0.78057,             0.81208,             0.67597,            0.019809,            0.020877,            0.012708,           0.0068155,           0.0068155,           0.0068155
                 388,            0.018951,            0.028066,           0.0040056,             0.81739,              0.7727,             0.81673,             0.67749,            0.019559,            0.021138,            0.012679,           0.0068073,           0.0068073,           0.0068073
                 389,            0.017903,             0.02682,           0.0038925,             0.83387,             0.77644,             0.83225,             0.68592,             0.01922,            0.020845,            0.012198,            0.006799,            0.006799,            0.006799
                 390,            0.018871,            0.028559,            0.004055,             0.87223,             0.74543,             0.82607,             0.68707,            0.019431,            0.020564,            0.012527,           0.0067907,           0.0067907,           0.0067907
                 391,            0.018645,            0.026794,           0.0038205,             0.82548,             0.76533,             0.82043,             0.68446,            0.019506,             0.02012,            0.013944,           0.0067825,           0.0067825,           0.0067825
                 392,            0.018594,            0.027947,           0.0038685,             0.81346,             0.76232,             0.81693,             0.67402,            0.019474,            0.019704,            0.014825,           0.0067743,           0.0067743,           0.0067743
                 393,            0.017874,            0.025465,           0.0038235,             0.82112,             0.76176,             0.82653,             0.68118,            0.019349,            0.019606,            0.014817,            0.006766,            0.006766,            0.006766
                 394,            0.018981,            0.027094,           0.0041441,             0.80877,             0.78033,             0.82779,             0.68495,            0.019345,            0.020344,            0.014333,           0.0067577,           0.0067577,           0.0067577
                 395,             0.01833,            0.025981,           0.0040213,             0.80796,             0.80003,             0.82957,             0.69655,             0.01929,             0.02069,            0.012964,           0.0067495,           0.0067495,           0.0067495
                 396,            0.017818,             0.02692,           0.0042821,             0.81431,              0.7948,             0.83946,             0.70326,            0.018996,            0.020854,            0.012187,           0.0067413,           0.0067413,           0.0067413
                 397,            0.018279,            0.025553,           0.0036812,             0.81879,              0.7725,             0.82784,              0.6885,             0.01906,            0.020851,            0.013392,            0.006733,            0.006733,            0.006733
                 398,            0.018453,            0.026863,            0.003776,             0.79364,             0.80999,             0.84424,             0.69503,            0.019323,            0.021334,            0.013451,           0.0067248,           0.0067248,           0.0067248
                 399,            0.019397,            0.027932,           0.0039619,             0.78087,             0.81554,             0.83228,             0.68756,            0.019287,            0.020697,            0.013021,           0.0067165,           0.0067165,           0.0067165
                 400,            0.017111,              0.0268,           0.0041469,             0.89267,             0.73583,             0.82956,              0.6795,            0.019183,            0.020529,            0.013778,           0.0067082,           0.0067082,           0.0067082
                 401,            0.017459,            0.025773,            0.004197,             0.84502,             0.76915,             0.82433,              0.6684,            0.019298,            0.020615,            0.013267,              0.0067,              0.0067,              0.0067
                 402,            0.018387,            0.028819,            0.004108,             0.85181,             0.74054,             0.81865,             0.67227,            0.019199,            0.020681,            0.012358,           0.0066917,           0.0066917,           0.0066917
                 403,            0.017552,            0.027089,           0.0041437,             0.85349,             0.74677,             0.83119,             0.67384,            0.019113,            0.020388,            0.012338,           0.0066835,           0.0066835,           0.0066835
                 404,            0.018385,            0.028354,           0.0038173,             0.82156,             0.77611,             0.82812,             0.68495,            0.019494,            0.021642,              0.0136,           0.0066753,           0.0066753,           0.0066753
                 405,            0.017799,            0.027219,           0.0041003,             0.80418,             0.78337,             0.83929,             0.68344,            0.019148,            0.021487,            0.012314,            0.006667,            0.006667,            0.006667
                 406,            0.017979,            0.026722,           0.0039142,             0.82674,             0.78883,             0.83428,             0.68193,            0.019149,            0.021637,            0.012019,           0.0066587,           0.0066587,           0.0066587
                 407,            0.018116,            0.026281,           0.0041765,             0.83907,             0.77704,             0.84355,              0.6937,            0.019455,            0.021387,            0.011801,           0.0066505,           0.0066505,           0.0066505
                 408,            0.018172,            0.025193,           0.0040498,             0.84403,             0.78033,             0.84183,             0.69541,            0.019519,            0.021475,            0.011249,           0.0066423,           0.0066423,           0.0066423
                 409,            0.018264,            0.026963,           0.0041212,             0.85375,             0.75929,             0.83353,             0.68973,            0.019372,            0.022005,            0.011578,            0.006634,            0.006634,            0.006634
                 410,            0.018176,            0.028231,           0.0038891,              0.8158,              0.7813,             0.82111,             0.68262,            0.019243,            0.021006,             0.01337,           0.0066258,           0.0066258,           0.0066258
                 411,            0.018603,              0.0265,           0.0041943,             0.80272,             0.79419,             0.80944,             0.66743,            0.019661,            0.020726,            0.014849,           0.0066175,           0.0066175,           0.0066175
                 412,            0.018575,            0.025812,           0.0037307,             0.80127,             0.80636,             0.82539,             0.67898,            0.019451,            0.020438,             0.01402,           0.0066092,           0.0066092,           0.0066092
                 413,            0.017943,            0.026898,           0.0034716,             0.81568,             0.80085,             0.82632,             0.67834,             0.01885,            0.020574,            0.012665,            0.006601,            0.006601,            0.006601
                 414,            0.018117,            0.026806,           0.0040028,             0.85967,             0.76144,             0.83665,              0.6979,            0.018608,             0.02075,            0.011315,           0.0065927,           0.0065927,           0.0065927
                 415,            0.017577,            0.027011,           0.0038113,             0.81797,             0.79877,             0.84198,             0.69465,            0.018703,            0.021346,            0.011094,           0.0065845,           0.0065845,           0.0065845
                 416,            0.017157,            0.025338,           0.0038565,             0.79873,             0.82968,             0.84239,             0.69507,            0.018745,            0.021203,            0.010995,           0.0065763,           0.0065763,           0.0065763
                 417,            0.017877,            0.026003,           0.0044469,             0.85507,             0.75697,             0.83594,               0.687,            0.019097,             0.02122,            0.011036,            0.006568,            0.006568,            0.006568
                 418,            0.017782,            0.026777,           0.0039084,             0.81675,             0.77484,             0.84659,             0.69873,            0.019165,            0.021087,            0.011568,           0.0065598,           0.0065598,           0.0065598
                 419,            0.018087,            0.025882,           0.0039161,             0.86192,             0.75475,             0.84989,             0.70269,              0.0193,            0.021256,             0.01118,           0.0065515,           0.0065515,           0.0065515
                 420,             0.01745,            0.024756,            0.003971,             0.87641,             0.73902,             0.84176,             0.69682,            0.019197,            0.021551,            0.011827,           0.0065433,           0.0065433,           0.0065433
                 421,            0.018038,            0.026078,           0.0041355,              0.8679,              0.7329,             0.83527,             0.68911,            0.018934,            0.021782,            0.012078,            0.006535,            0.006535,            0.006535
                 422,            0.017393,            0.025708,           0.0036567,             0.89747,             0.72016,             0.83208,             0.68932,            0.019001,            0.022211,            0.011569,           0.0065268,           0.0065268,           0.0065268
                 423,            0.019136,            0.027893,           0.0039081,             0.79721,             0.74184,             0.80468,             0.66689,            0.019651,            0.022307,            0.013995,           0.0065185,           0.0065185,           0.0065185
                 424,            0.017503,            0.027111,           0.0035455,             0.84584,             0.73374,             0.81556,             0.68073,            0.018893,            0.021186,            0.012965,           0.0065102,           0.0065102,           0.0065102
                 425,            0.017452,            0.025696,           0.0038152,             0.82981,             0.79228,             0.82452,             0.68966,            0.019383,            0.020913,            0.012107,            0.006502,            0.006502,            0.006502
                 426,            0.018467,            0.026262,            0.003798,             0.83995,              0.7858,             0.82381,             0.68766,             0.01911,            0.020729,            0.011256,           0.0064937,           0.0064937,           0.0064937
                 427,            0.018009,            0.026092,             0.00367,             0.83179,             0.78799,             0.83175,              0.6947,            0.018886,            0.020665,            0.010827,           0.0064855,           0.0064855,           0.0064855
                 428,            0.017562,            0.025855,           0.0037015,             0.81648,             0.78995,             0.82631,             0.69817,            0.019673,            0.021907,            0.011451,           0.0064773,           0.0064773,           0.0064773
                 429,            0.017341,            0.026191,           0.0036221,               0.842,             0.77024,             0.82426,             0.69857,             0.01967,            0.022466,            0.010823,            0.006469,            0.006469,            0.006469
                 430,            0.018573,            0.026939,           0.0036649,             0.82344,             0.74485,             0.82116,              0.6834,            0.019414,            0.022477,            0.012808,           0.0064608,           0.0064608,           0.0064608
                 431,            0.017227,            0.026572,           0.0040599,             0.79068,             0.77793,             0.82487,             0.68504,            0.019118,            0.022562,            0.012904,           0.0064525,           0.0064525,           0.0064525
                 432,            0.017793,            0.025323,           0.0040915,             0.82149,             0.75037,             0.82268,             0.67916,            0.019562,             0.02271,            0.012913,           0.0064443,           0.0064443,           0.0064443
                 433,            0.017186,            0.024495,           0.0041524,              0.8034,             0.76726,             0.82086,             0.68552,            0.019117,            0.021765,            0.014551,            0.006436,            0.006436,            0.006436
                 434,             0.01779,            0.025903,           0.0037434,             0.79429,             0.77177,             0.81217,             0.66861,            0.018798,            0.021231,            0.014923,           0.0064278,           0.0064278,           0.0064278
                 435,            0.017328,            0.027463,           0.0037006,             0.79244,             0.77332,             0.81697,             0.68049,            0.018785,             0.02152,            0.013753,           0.0064195,           0.0064195,           0.0064195
                 436,            0.017718,            0.025721,           0.0037868,             0.83063,             0.77579,             0.83274,             0.69297,            0.018749,            0.021395,            0.011903,           0.0064112,           0.0064112,           0.0064112
                 437,            0.017622,            0.027462,           0.0041156,             0.86629,             0.76976,             0.83156,             0.70101,            0.018959,            0.020919,            0.012364,            0.006403,            0.006403,            0.006403
                 438,            0.017613,            0.025482,           0.0036916,             0.86408,             0.77563,             0.83808,             0.69918,            0.019241,            0.021129,            0.011929,           0.0063947,           0.0063947,           0.0063947
                 439,            0.017986,            0.028503,           0.0032316,             0.85112,              0.7953,             0.84702,             0.71015,            0.019355,            0.021429,            0.011538,           0.0063865,           0.0063865,           0.0063865
                 440,            0.018191,            0.027505,           0.0040791,              0.8493,             0.79926,             0.84862,             0.70684,            0.019084,            0.020608,            0.011049,           0.0063783,           0.0063783,           0.0063783
                 441,            0.016921,              0.0255,           0.0039192,             0.83556,             0.80106,             0.84531,             0.70712,              0.0189,            0.020656,            0.011417,             0.00637,             0.00637,             0.00637
                 442,            0.017857,            0.027013,           0.0033495,             0.79993,             0.78721,             0.82789,              0.6895,            0.019455,            0.021826,            0.011866,           0.0063618,           0.0063618,           0.0063618
                 443,            0.017627,            0.026882,           0.0036237,             0.85931,             0.76015,             0.83169,             0.69429,             0.01928,            0.021125,            0.010946,           0.0063535,           0.0063535,           0.0063535
                 444,             0.01753,            0.025576,           0.0035261,             0.81775,             0.77923,             0.82851,             0.69791,            0.019645,            0.021677,            0.011106,           0.0063453,           0.0063453,           0.0063453
                 445,            0.016965,            0.026093,           0.0039272,             0.82879,             0.76678,             0.82003,             0.68898,            0.019316,            0.021814,            0.011199,            0.006337,            0.006337,            0.006337
                 446,            0.018087,            0.028317,           0.0038563,             0.82286,             0.77895,             0.82084,             0.68057,            0.019296,            0.022048,            0.011637,           0.0063288,           0.0063288,           0.0063288
                 447,            0.017138,            0.026592,           0.0037787,             0.80757,              0.7729,             0.82591,             0.68154,            0.019303,            0.021429,            0.012489,           0.0063205,           0.0063205,           0.0063205
                 448,            0.017107,            0.025197,           0.0035373,             0.79845,             0.78192,             0.82432,             0.68007,            0.019394,            0.020685,            0.011708,           0.0063122,           0.0063122,           0.0063122
                 449,            0.016702,            0.024434,           0.0035003,             0.87648,             0.74555,             0.83159,             0.70101,            0.019124,            0.020531,             0.01145,            0.006304,            0.006304,            0.006304
                 450,            0.017543,            0.025061,           0.0038692,             0.78593,             0.74067,             0.80298,             0.68022,            0.019506,            0.022335,            0.012224,           0.0062958,           0.0062958,           0.0062958
                 451,            0.019002,            0.027519,           0.0035803,             0.80495,             0.73708,             0.80225,             0.67021,            0.019897,            0.022275,            0.011746,           0.0062875,           0.0062875,           0.0062875
                 452,            0.017182,            0.025086,           0.0036119,             0.86442,             0.73587,             0.83411,             0.69823,            0.019148,            0.020408,            0.011989,           0.0062793,           0.0062793,           0.0062793
                 453,             0.01757,            0.026399,           0.0037716,             0.87334,             0.76917,             0.84406,             0.69939,            0.019069,             0.02002,            0.011731,            0.006271,            0.006271,            0.006271
                 454,            0.017969,            0.024111,           0.0034851,              0.8796,             0.76969,             0.83344,             0.69513,            0.019147,            0.020578,            0.013097,           0.0062628,           0.0062628,           0.0062628
                 455,            0.016547,            0.023085,            0.003431,             0.85966,              0.7832,             0.83352,             0.68771,            0.019423,            0.021001,            0.013276,           0.0062545,           0.0062545,           0.0062545
                 456,            0.016371,            0.023453,           0.0037971,             0.84576,             0.78873,             0.82761,             0.69254,            0.019261,            0.021084,            0.012559,           0.0062463,           0.0062463,           0.0062463
                 457,            0.017201,             0.02498,           0.0038124,             0.83485,             0.78871,               0.816,             0.67742,            0.019246,            0.021498,            0.011644,            0.006238,            0.006238,            0.006238
                 458,            0.017586,            0.026568,           0.0039081,             0.90949,              0.7805,             0.83863,              0.6963,            0.018982,            0.020989,            0.011964,           0.0062297,           0.0062297,           0.0062297
                 459,            0.017623,            0.025646,           0.0037352,             0.87652,             0.76684,             0.83782,             0.69135,            0.019144,            0.020712,            0.012682,           0.0062215,           0.0062215,           0.0062215
                 460,            0.016997,            0.024786,           0.0038183,             0.86928,             0.76901,              0.8347,             0.70005,            0.019145,            0.020906,            0.012743,           0.0062132,           0.0062132,           0.0062132
                 461,            0.016731,            0.026179,           0.0037544,             0.82916,             0.77452,             0.82738,             0.69912,            0.018928,            0.021051,             0.01305,            0.006205,            0.006205,            0.006205
                 462,            0.017489,            0.026813,           0.0039385,             0.85073,             0.74988,             0.81525,             0.68887,            0.018853,            0.020604,            0.014598,           0.0061968,           0.0061968,           0.0061968
                 463,              0.0167,            0.027251,           0.0037044,             0.85313,             0.76275,             0.81743,             0.68574,            0.018674,            0.020237,            0.014102,           0.0061885,           0.0061885,           0.0061885
                 464,            0.017728,            0.028925,           0.0038645,             0.87014,              0.7722,             0.81342,             0.68361,            0.018717,            0.019989,            0.013068,           0.0061803,           0.0061803,           0.0061803
                 465,            0.018022,            0.027657,           0.0040818,             0.85005,             0.79252,             0.82058,             0.68817,            0.019115,            0.020073,            0.012101,            0.006172,            0.006172,            0.006172
